Trace
Swept SA
A.12.09,N9030A
5338260000,-87.6350707650703
5338320000,-88.332632390083
5338380000,-88.1770429660336
5338440000,-88.3811829161363
5338500000,-88.3562652037836
5338560000,-88.1751220372388
5338620000,-87.6304719228743
5338680000,-88.1916954756885
5338740000,-88.5197310228544
5338800000,-88.391687019246
5338860000,-88.3824087558525
5338920000,-88.1150501871752
5338980000,-88.6600389924562
5339040000,-88.9272364952225
5339100000,-87.8013618409513
5339160000,-88.5412411102806
5339220000,-88.3102692482743
5339280000,-88.1340060601641
5339340000,-89.1451283476931
5339400000,-88.1358587202938
5339460000,-88.6970381769173
5339520000,-87.8279503396701
5339580000,-88.6668108583318
5339640000,-88.8516954718403
5339700000,-89.201448392913
5339760000,-88.6830502107296
5339820000,-88.4122080429892
5339880000,-88.5139639877122
5339940000,-87.7080365942402
5340000000,-87.6363695704083
